Number,User,Date Submitted,Country,Device,Browser,OS,Ako ste spokojní s našimi Paušálmi Go na škále 1-5?,"Prosím, opíšte prečo. Je to pre nás veľmi dôležité."
2150,0,05/04/2020 21:56,Slovakia,tablet,Chrome 80.0.3987,Android 4.4.4,3,Príliš málo dát za 20€ Skôr by som prial obmedzené volania termín a rýb dát...
2151,0,05/04/2020 22:52,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
2152,0,06/04/2020 03:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2153,0,06/04/2020 03:55,Slovakia,phone,Mobile Safari 13.0.4,iOS 13.3,3,
2154,0,06/04/2020 04:52,Slovakia,desktop,Firefox 74.0,Windows 7,4,
2155,0,06/04/2020 05:11,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,neskôr
2156,0,06/04/2020 05:12,Slovakia,desktop,IE 11.0,Windows 7,,
2157,0,06/04/2020 05:17,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,4,
2158,0,06/04/2020 05:37,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0,3,Fdgh
2159,0,06/04/2020 05:41,Slovakia,desktop,IE 11.0,Windows 10,5,"V dnešnom rýchlom živote je nutné byť v spojení nielen so svojimi blízkymi, ale v prípade potreby privolať pomoc komukoľvek. Nesmierne dôležité je preto mať pri sebe mobilný telefón. "
2160,0,06/04/2020 06:08,Germany,desktop,IE 11.0,Windows 7,3,
2161,0,06/04/2020 06:13,Slovakia,phone,Chrome Mobile 77.0.3865,Android 8.0.0,3,Rada by som vyuzila akciu samsung a 71 plus druhy za 1 euro a nemozem sa k tonu nejak dopracovat
2162,0,06/04/2020 06:24,Slovakia,desktop,Chrome 49.0.2623,Windows XP,4,m
2163,0,06/04/2020 06:39,Slovakia,desktop,Edge 16.16299,Windows 10,4,...
2164,0,06/04/2020 07:08,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,3,Nedostal som od vás telefonickú ponuku 
2165,0,06/04/2020 07:15,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
2166,0,06/04/2020 07:18,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2167,0,06/04/2020 07:19,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Spolahlivost.
2168,0,06/04/2020 07:28,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,Stabilita a dostupnosť siete.
2169,0,06/04/2020 07:29,Slovakia,desktop,Firefox 74.0,Windows 7,4,
2170,0,06/04/2020 07:30,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2171,0,06/04/2020 07:32,Slovakia,desktop,Opera 67.0.3575,Windows 10,,
2172,0,06/04/2020 07:36,Slovakia,desktop,Chrome 49.0.2623,Windows XP,,
2173,0,06/04/2020 07:41,Switzerland,desktop,Edge 18.17763,Windows 10,,
2174,0,06/04/2020 07:43,Germany,desktop,Chrome 79.0.3945,Windows 10,,
2175,0,06/04/2020 07:51,Slovakia,desktop,IE 11.0,Windows 10,,
2176,0,06/04/2020 07:53,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2177,0,06/04/2020 08:08,Slovakia,desktop,Chrome 80.0.3987,Windows 7,3,
2178,0,06/04/2020 08:15,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2179,0,06/04/2020 08:22,Slovakia,phone,Chrome Mobile 79.0.3945,Android 5.1.1,1,Lebo ste najlespi
2180,0,06/04/2020 08:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,"Vysoký mesačný poplatok oproti konkurencii, málo predplatených dát"
2181,0,06/04/2020 08:39,Slovakia,desktop,IE 11.0,Windows 10,1,predražené ceny neskutočne!!!!!
2182,0,06/04/2020 08:40,Slovakia,desktop,Chrome 49.0.2623,Windows XP,,
2183,0,06/04/2020 08:40,Slovakia,desktop,Firefox 74.0,Windows 7,4,
2184,0,06/04/2020 08:43,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.14.5,,
2185,0,06/04/2020 08:51,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2186,0,06/04/2020 08:58,Slovakia,desktop,Firefox 74.0,Windows 7,4,"cena za paušál je ešte stále vysoká, očakávala by som nižšiu cenu"
2187,0,06/04/2020 09:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Vysoké ceny
2188,0,06/04/2020 09:32,Slovakia,desktop,Chrome 49.0.2623,Windows XP,1,
2189,0,06/04/2020 09:32,Slovakia,desktop,Firefox 74.0,Windows 10,4,
2190,0,06/04/2020 09:38,Slovakia,desktop,IE 11.0,Windows 8.1,5,
2191,0,06/04/2020 09:48,Slovakia,desktop,Firefox 74.0,Windows 10,5,"Dobrý deň, chcela by som si k môjmu paušálu dať nekonečné volania. Teraz mám Go10."
2192,0,06/04/2020 09:49,Slovakia,phone,Samsung Internet 9.2,Android 8.0.0,,
2193,0,06/04/2020 10:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,chybajú mi tam sms to balík mal obsahovať tiež.
2194,0,06/04/2020 10:23,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2195,0,06/04/2020 10:27,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.4,,
2196,0,06/04/2020 10:49,Slovakia,desktop,Chrome 79.0.3945,Windows 10,2,"drahý paušál ... poznám priateľov, ktorí majú nekonečné volania a balík dát za oveľa nižšiu cenu ..."
2197,0,06/04/2020 10:50,Slovakia,desktop,Firefox 74.0,Windows 10,1,
2198,0,06/04/2020 11:01,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,5,"Pretože často volám, mám tu možnosť nekonečného volania a pracujem v zahraničí takže tiež nemám problém volať so svojimi najbližšími."
2199,0,06/04/2020 11:04,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2200,0,06/04/2020 11:07,Slovakia,desktop,Edge 18.17763,Windows 10,3,"mam program Go40 a pri 6,14GB mi vypli mobilne data. Neda sa to ani zvysit cez mobil, vyhadzuje poruchu....."
2201,0,06/04/2020 11:09,Slovakia,desktop,Firefox 72.0,Mac OS X 10.14,,
2202,0,06/04/2020 11:19,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
2203,0,06/04/2020 11:25,Slovakia,desktop,Firefox 74.0,Windows 7,5,Ste najlepšia Firma 
2204,0,06/04/2020 11:31,Slovakia,desktop,Chrome 80.0.3987,Windows 8,4,
2205,0,06/04/2020 11:32,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"40 eur mesacne za 10 Gb je podla mna vela, mám 3 císla v e, platím mesacne 100 eur, prijal by som za to uz akciu aspon na jedno císlo 20 Gb dát aj bez viazanosti, qalebo 30 Gb s viazanostou"
2206,0,06/04/2020 11:42,Slovakia,desktop,Edge 18.18362,Windows 10,,
2207,0,06/04/2020 11:49,Slovakia,desktop,Chrome 63.0.3237,Windows 10,,
2208,0,06/04/2020 12:16,Slovakia,phone,Chrome Mobile 64.0.3282,Android 7.1.2,5,
2209,0,06/04/2020 12:19,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2210,0,06/04/2020 12:24,Slovakia,desktop,Firefox 74.0,Windows 10,4,
2211,0,06/04/2020 12:32,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2212,0,06/04/2020 12:36,Slovakia,tablet,Chrome Mobile iOS 80.0.3987,iOS 13.4,4,
2213,0,06/04/2020 12:37,Slovakia,desktop,Chrome 81.0.4044,Windows 10,2,ziadne bohusy za vernost
2214,0,06/04/2020 12:46,Slovakia,desktop,Firefox 67.0,FreeBSD,,
2215,0,06/04/2020 12:51,Slovakia,tablet,Chrome 75.0.3770,Android 8.0.0,,
2216,0,06/04/2020 12:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2217,0,06/04/2020 13:00,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,5,
2218,0,06/04/2020 13:01,Slovakia,desktop,Firefox 74.0,Windows 10,1,"Lebo, kašlete na zákazníkov, ktorý sú u vás 20 rokov ako ja a ojebete ma s platením paušálov hneď ako to je možné"
2219,0,06/04/2020 13:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2220,0,06/04/2020 13:18,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.1,3,Cena
2221,0,06/04/2020 13:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2222,0,06/04/2020 13:31,Slovakia,tablet,Chrome 70.0.3538,Android 4.3,,
2223,0,06/04/2020 13:45,Slovakia,phone,Mobile Safari 12.1.2,iOS 12.4.6,1,
2224,0,06/04/2020 13:47,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
2225,0,06/04/2020 13:51,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"Paušál Go je úplne bez starostí. Ani neviem, že ho mám. :-)"
2226,0,06/04/2020 13:59,Slovakia,desktop,Opera 67.0.3575,Windows 7,1,Pretože nemám takýto paušál.
2227,0,06/04/2020 14:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2228,0,06/04/2020 14:33,Slovakia,desktop,Firefox 74.0,Windows 10,,
2229,0,06/04/2020 14:59,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2230,0,06/04/2020 15:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2231,0,06/04/2020 15:29,Slovakia,desktop,Firefox 74.0,Windows 10,,
2232,0,06/04/2020 15:33,Slovakia,desktop,Firefox 74.0,Windows 10,,
2233,0,06/04/2020 15:33,Slovakia,desktop,Firefox 74.0,Windows 10,5,"Lepsie, a lacnejsie ako iné operátory"
2234,0,06/04/2020 15:34,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
2235,0,06/04/2020 15:49,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
2236,0,06/04/2020 15:50,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,drahé
2237,0,06/04/2020 16:04,Slovakia,desktop,Edge 18.18363,Windows 10,,
2238,0,06/04/2020 16:32,Slovakia,phone,Chrome Mobile iOS 80.0.3987,iOS 13.3,,
2239,0,06/04/2020 16:44,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
2240,0,06/04/2020 16:45,Slovakia,desktop,Chrome 49.0.2623,Windows XP,,
2241,0,06/04/2020 16:51,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
2242,0,06/04/2020 17:12,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
2243,0,06/04/2020 17:23,Slovakia,desktop,Firefox 74.0,Windows 10,4,
2244,0,06/04/2020 17:28,Slovakia,desktop,Firefox 74.0,Windows 10,,
2245,0,06/04/2020 17:30,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
2246,0,06/04/2020 17:46,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
2247,0,06/04/2020 17:51,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,
2248,0,06/04/2020 17:57,Austria,tablet,Samsung Internet 11.1,Android 8.0.0,5,Opiste
2249,0,06/04/2020 18:18,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,
2250,0,06/04/2020 18:22,Slovakia,desktop,Edge 18.18362,Windows 10,1,Nepáči sa  mi vysoká cena.
2251,0,06/04/2020 18:32,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2252,0,06/04/2020 18:35,Slovakia,desktop,Firefox 74.0,Windows 7,4,
2253,0,06/04/2020 18:38,Slovakia,phone,Chrome Mobile 80.0.3987,Android,2,Najskôr date paušál go Európe 30 za polovicu a teraz pytate plnú cenu... Telekom ponúka podobný program za cenu okolo 15 eur stále. Takto si vážite ľudí čo sú u vás 20 rokov? 
2254,0,06/04/2020 18:52,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,"Výhoda: nepreplatím cena/volania
Nevýhoda: málo dát na internet v mobile"
2255,0,06/04/2020 19:00,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2256,0,06/04/2020 19:21,Slovakia,desktop,Edge 18.18363,Windows 10,,
2257,0,06/04/2020 19:46,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
2258,0,06/04/2020 19:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
2259,0,06/04/2020 20:28,Slovakia,desktop,IE 11.0,Windows 10,3,
2260,0,06/04/2020 20:33,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2261,0,06/04/2020 20:53,Slovakia,desktop,IE 11.0,Windows 10,,
2262,0,06/04/2020 20:54,Slovakia,desktop,Edge 18.18362,Windows 10,4,dobrá cena
2263,0,07/04/2020 03:50,Slovakia,phone,Chrome Mobile 80.0.3987,Android 8.0.0,3,
2264,0,07/04/2020 04:57,Slovakia,phone,Mobile Safari UI/WKWebView 13.3.1,iOS 13.3.1,4,
2265,0,07/04/2020 05:35,Slovakia,tablet,Chrome Mobile 80.0.3987,Android 5.0,1,
2266,0,07/04/2020 05:37,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,V rámci akcie dáta len na 6 mesiacov.
2267,0,07/04/2020 05:50,Slovakia,desktop,Safari 12.0.1,Mac OS X 10.14.1,,
2268,0,07/04/2020 06:04,Slovakia,desktop,IE 11.0,Windows 10,,
2269,0,07/04/2020 06:15,Slovakia,desktop,Firefox 74.0,Windows 10,2,
2270,0,07/04/2020 06:23,Slovakia,phone,Samsung Internet 11.1,Android 8.1.0,,
2271,0,07/04/2020 06:48,Slovakia,desktop,IE 11.0,Windows 10,2,
2272,0,07/04/2020 07:29,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
2273,0,07/04/2020 07:34,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,5,
2274,0,07/04/2020 07:38,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2275,0,07/04/2020 07:45,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2276,0,07/04/2020 07:52,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4, 
2277,0,07/04/2020 07:52,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"neviem lebo ho nemam 
"
2278,0,07/04/2020 07:56,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
2279,0,07/04/2020 08:01,Slovakia,desktop,Firefox 74.0,Windows 7,1,strasne drahe su tie pausaly co sa tyka pomer cena-vykon
2280,0,07/04/2020 08:04,Slovakia,desktop,Firefox 74.0,Windows 10,4,Som dlhoročný zákazník a od začiatku som s e. Celkovo pokrytíe a služby.
2281,0,07/04/2020 08:10,Slovakia,desktop,Chrome 49.0.2623,Windows XP,,
2282,0,07/04/2020 08:18,Slovakia,phone,Facebook 263.0.0,Android,4,Mohla by byť nižšia suma o cca 10 eur.
2283,fd086358,07/04/2020 08:22,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,Angelika CINGELOVA 
2284,0,07/04/2020 08:28,Slovakia,desktop,Firefox 74.0,Windows 7,,
2285,0,07/04/2020 08:33,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,pre mňa je dôležité nesledovať spotrebu 
2286,0,07/04/2020 08:35,Slovakia,phone,Chrome Mobile 79.0.3945,Android 8.1.0,5,
2287,0,07/04/2020 08:54,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,dobré pokrytie v teréne
2288,0,07/04/2020 08:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2289,0,07/04/2020 09:18,Slovakia,tablet,Chrome Mobile iOS 80.0.3987,iOS 13.3,,
2290,0,07/04/2020 09:30,Slovakia,desktop,Firefox 74.0,Windows 7,5,"Všetko funguje tak ako má, nemusím nič riešiť a využívam službu navzájom zadarmo, čo je pre mňa veľký prínos."
2291,0,07/04/2020 09:36,Slovakia,desktop,Firefox 74.0,Windows 7,,
2292,0,07/04/2020 09:50,Slovakia,desktop,Safari 13.0.5,Mac OS X 10.15,,
2293,0,07/04/2020 09:52,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2294,0,07/04/2020 10:08,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,"som klient od Globtelu este a nemal som doposial vyhrady
"
2295,0,07/04/2020 10:14,Slovakia,tablet,Chrome 80.0.3987,Android 7.1.1,5,Lebo ste super siet
2296,0,07/04/2020 10:33,Slovakia,tablet,Mobile Safari 12.1.2,iOS 12.4.5,,
2297,0,07/04/2020 10:39,Slovakia,desktop,Firefox 74.0,Windows 10,,
2298,0,07/04/2020 10:40,Slovakia,desktop,Firefox 74.0,Windows 8,,
2299,0,07/04/2020 10:54,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2300,0,07/04/2020 11:01,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2301,0,07/04/2020 11:09,Austria,desktop,Chrome 79.0.3945,Windows 10,5,
2302,0,07/04/2020 11:19,Slovakia,phone,Chrome Mobile 80.0.3987,Android,,
2303,0,07/04/2020 11:27,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2304,0,07/04/2020 12:01,Slovakia,desktop,Firefox 74.0,Windows 10,,
2305,0,07/04/2020 12:08,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2306,0b60be26,07/04/2020 12:32,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,4,Som dlhoročný zákazník v podstate od začiatku e. Očakával by som drobné výhody oproti tým čo skáču od jedného operátora k druhému. Napr. Možnosť zdielať data vrámci skupiny spolu aj pri nulovom paušáli....
2307,0,07/04/2020 12:40,Slovakia,phone,Samsung Internet 11.1,Android,3,Nižší mnozstvo predplatenych dat ako u konkurencie pri porovnatelnej cene.
2308,6b804fc5,07/04/2020 12:52,Slovakia,desktop,Firefox 74.0,Windows 10,4,
2309,0,07/04/2020 12:57,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2310,c4dbc101,07/04/2020 13:12,,desktop,Chrome 80.0.3987,Windows 10,1,
2311,81ac6e82,07/04/2020 13:13,Slovakia,desktop,IE 11.0,Windows 10,,
2312,6bf3ccec,07/04/2020 13:13,Belgium,desktop,IE 11.0,Windows 10,4,
2313,0,07/04/2020 13:14,Slovakia,phone,Samsung Internet 11.1,Android,3,"
"
2314,0,07/04/2020 13:27,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
2315,89777775,07/04/2020 13:51,Slovakia,desktop,Opera 67.0.3575,Windows 10,4,
2316,0,07/04/2020 13:57,Slovakia,tablet,Chrome 80.0.3987,Android 6.0,,
2317,0,07/04/2020 13:58,Slovakia,desktop,Chrome 80.0.3987,Windows 7,4,
2318,1e785e7f,07/04/2020 14:01,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2319,e8e64f71,07/04/2020 14:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2320,0,07/04/2020 14:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2321,24f2a4b7,07/04/2020 14:39,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"Paušál mi poskytuje to, čo potrebujem - spokojnosť. V minulosti som mohol volať na tri čísla zdarma a teraz už nie. Bolo zvykom služby zlepšovať, nie zhoršovať - nespokojnosť"
2322,324a7ca6,07/04/2020 14:44,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Prekáža mi viazanosť 2 roky. 
2323,0,07/04/2020 15:00,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2324,f11a2927,07/04/2020 15:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2325,0,07/04/2020 15:06,Slovakia,desktop,Opera 67.0.3575,Windows 10,3,chyba mi viac dat v predplatenom baliku
2326,0,07/04/2020 15:13,Slovakia,tablet,Chrome 80.0.3987,Android 6.0.1,,
2327,0,07/04/2020 15:17,Slovakia,phone,Chrome Mobile 80.0.3987,Android 5.1.1,4,
2328,0,07/04/2020 15:21,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2329,022d65c0,07/04/2020 15:33,Slovakia,desktop,Firefox 72.0,Windows 7,,
2330,0,07/04/2020 15:41,Slovakia,phone,Mobile Safari 13.0.4,iOS 13.3,5,
2331,dc9c6e1f,07/04/2020 15:42,Slovakia,desktop,Firefox 74.0,Windows 8.1,4,
2332,79aaaf55,07/04/2020 15:49,Slovakia,phone,Chrome Mobile 80.0.3987,Android,4,Vyhovuje mi
2333,64e99973,07/04/2020 15:50,Slovakia,desktop,Safari 13.1,Mac OS X 10.15.4,,
2334,0,07/04/2020 15:55,Slovakia,desktop,IE 11.0,Windows 7,3,
2335,0,07/04/2020 16:16,Slovakia,phone,Mobile Safari 12.4,iOS 12.4,,
2336,a4c30460,07/04/2020 16:17,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.1.1,5,Chcem
2337,0a727abd,07/04/2020 16:19,Slovakia,desktop,IE 11.0,Windows 10,,
2338,0,07/04/2020 16:19,Slovakia,phone,Mobile Safari 11.0,iOS 11.2.1,3,
2339,0,07/04/2020 16:29,Austria,desktop,Chrome 49.0.2623,Windows XP,,
2340,2761473f,07/04/2020 16:57,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,4,
2341,b4f58481,07/04/2020 17:15,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Potrebujem nový pausal
2342,0,07/04/2020 17:16,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2343,f66be5f1,07/04/2020 17:45,Slovakia,desktop,Edge 18.18363,Windows 10,1,lebo ho nemám
2344,6b14fb39,07/04/2020 18:05,Slovakia,desktop,Chrome 80.0.3987,Windows 10,1,
2345,3d00494e,07/04/2020 19:01,Slovakia,phone,Facebook 263.0.0,Android,1,Lebo nemožno všetky data využiť v EÚ.... Nedajú sa preniesť dáta... Som u vás cca17 rokov a nemám z toho nič ty co si prenesú dáta majú vetsie výhody v septembri mi konci paušál a asi prejdem ku konkurencii!! 
2346,0,07/04/2020 19:22,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
2347,0,07/04/2020 19:23,Slovakia,phone,Chrome Mobile 80.0.3987,Android,1,
2348,0,07/04/2020 19:27,Slovakia,phone,Samsung Internet 11.1,Android,3,Nemám v balíku sms a málo dát za tú cenu. 
2349,11bace23,07/04/2020 19:35,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2350,0,07/04/2020 20:07,Slovakia,phone,Chrome Mobile 55.0.2883,Android 5.1.1,1,
2351,19f2b53c,07/04/2020 20:14,Slovakia,desktop,Firefox 74.0,Windows 10,3,
2352,0,07/04/2020 20:20,Slovakia,phone,Mobile Safari 13.0.5,iOS 13.3.1,,
2353,3aa966a3,07/04/2020 20:39,Slovakia,phone,Chrome Mobile 80.0.3987,Android 6.0.1,3,Ste drahí.aj keď mám zľavu na paušál asi sa rozhodnem pre iného operátora.ste moc drahí
2354,0,07/04/2020 20:42,Slovakia,desktop,Firefox 74.0,Windows 7,,
2355,4db2a60c,07/04/2020 20:56,Slovakia,desktop,Edge 18.18362,Windows 10,1,
2356,0,07/04/2020 21:25,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2357,82c78d57,07/04/2020 23:16,Slovakia,phone,Chrome Mobile WebView 44.0.2403,Android,,
2358,0,08/04/2020 05:03,Slovakia,phone,Facebook 264.0.0,Android 6.0,5,
2359,689864c2,08/04/2020 05:17,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.4,3,
2360,0,08/04/2020 05:53,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2361,0,08/04/2020 06:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,"lebo niesom v e a dívam sa či mate lepšie ponuky ako ostatný
"
2362,0,08/04/2020 06:18,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2363,884c30cd,08/04/2020 06:38,Slovakia,desktop,Chrome 80.0.3987,Windows 7,,
2364,0,08/04/2020 06:39,Slovakia,desktop,Chrome 80.0.3987,Mac OS X 10.15.3,,
2365,0,08/04/2020 06:42,Slovakia,tablet,Chrome 80.0.3987,Android 6.0.1,,
2366,b665157e,08/04/2020 07:04,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2367,5fa13f3c,08/04/2020 07:07,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,2,
2368,ecde31ef,08/04/2020 07:10,Slovakia,phone,Chrome Mobile 80.0.3987,Android,5,
2369,d5391016,08/04/2020 07:13,Slovakia,desktop,Opera 67.0.3575,Windows 10,5,
2370,0,08/04/2020 07:17,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,tlekom ponuka viac
2371,b94af298,08/04/2020 07:24,Slovakia,desktop,Firefox 74.0,Windows 10,,
2372,53dc8cfb,08/04/2020 07:52,Slovakia,desktop,Opera 67.0.3575,Windows 10,3,"Chcel som výmenu telefónu lebo mi končí teraz v júni, a môj už dosluhuje, ale nemôžem si vybrať skôr, veľká škoda."
2373,0,08/04/2020 08:11,Hungary,desktop,Chrome 80.0.3987,Windows 8,3,
2374,0,08/04/2020 08:13,Slovakia,phone,Chrome Mobile 80.0.3987,Android,3,Zatiaľ neplatim tak veľa ale potom platiť 30€ za nie veľa predvolaných minút a tie dáta v paušálne sú málo 
2375,0,08/04/2020 08:24,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2376,0,08/04/2020 08:29,Slovakia,desktop,Opera 67.0.3575,Windows 7,,
2377,5b3ab764,08/04/2020 08:33,Slovakia,desktop,Edge 17.17134,Windows 10,3,
2378,0,08/04/2020 08:33,Slovakia,desktop,Firefox 73.0,Windows 7,5,lebo medveď
2379,154bb061,08/04/2020 08:52,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,3,
2380,0,08/04/2020 09:03,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2381,7daae1cc,08/04/2020 09:12,Slovakia,desktop,Firefox 74.0,Windows 7,5,"rychle vybavenie, kvalitni operatory"
2382,0,08/04/2020 09:12,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,4,
2383,0,08/04/2020 09:13,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2384,0,08/04/2020 09:17,Slovakia,desktop,Chrome 80.0.3987,Windows 8.1,,
2385,0,08/04/2020 09:22,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,"mal som pausal GO, presiel som na sikovnu volbu, kotru mam iba v zallohe, a pouzivam konkurencny pausal z Telekomu. Som spokojnejsi, aj z dovodu, platenia faktur, chodi mi jenda faktura na vsetky sluzby. 
"
2386,0,08/04/2020 09:31,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,k
2387,4e49ce25,08/04/2020 09:38,Slovakia,phone,Chrome Mobile 74.0.3729,Android,5,Ste super a ochotny poradiť 
2388,0,08/04/2020 09:39,Slovakia,phone,Chrome Mobile 80.0.3987,Android 7.0,3,
2389,0,08/04/2020 09:56,Slovakia,desktop,Chrome 80.0.3987,Windows 10,5,
2390,0,08/04/2020 09:57,Slovakia,desktop,Firefox 75.0,Windows 7,3,
2391,0,08/04/2020 10:06,Slovakia,desktop,Chrome 80.0.3987,Windows 10,2,
2392,0,08/04/2020 10:13,Slovakia,desktop,Chrome 80.0.3987,Windows 10,4,
2393,0,08/04/2020 10:21,Slovakia,desktop,Chrome 80.0.3987,Windows 10,,
2394,0,08/04/2020 10:35,Slovakia,desktop,Chrome 80.0.3987,Windows 10,3,Bzvam v lokalite kde v dome nemám vôbec signál
2395,0,08/04/2020 10:42,Slovakia,desktop,Chrome 80.0.3987,Windows 7,1,Dobrý den s vasim pausalm niesom spokojna pretoze mi koncila platnost zlavneneho pausalu a nedostala som upozornenie tym padom platim za dva telefony raz tolko Dakujem S pozdravom Ivka matavova
2396,0,08/04/2020 10:44,Slovakia,desktop,Chrome 79.0.3945,Mac OS X 10.14.5,,
2397,0,08/04/2020 10:49,United Kingdom,desktop,IE 11.0,Windows 10,,
